word,pos,category_codes,category_names
criterion,n,GENN,一般名詞
critic,n,GENN,一般名詞
critical,a,GENADJ,一般形容詞
criticize,v,VERB,通用商務動詞
crop,n,GENN,一般名詞
cross,v,VERB,通用商務動詞
crowd,n,GENN,一般名詞
crowded,a,GENADJ,一般形容詞
crucial,a,GENADJ,一般形容詞
cruise,v,TRAVEL,差旅與交通
cuisine,n,FOOD,餐飲
cupboard,n,HOME,居家／房間／家具
cure,n,HEALTH,醫療與健康
curious,a,EMOTION,情緒與個性形容詞
currency,n,BANK,銀行與投資
current,a,TIME,時間／頻率／程度副詞
cushion,n,GENN,一般名詞
custom,n,GENN,一般名詞
customer,n,MKT|CS|SHOP,行銷與業務、客戶服務、購物與零售
customize,v,VERB,通用商務動詞
customs,n,LOG,物流與運輸
cutback,n,GENN,一般名詞
cycle,n,GENN,一般名詞
daily,a,TIME,時間／頻率／程度副詞
damage,n,GENN,一般名詞
danger,n,GENN,一般名詞
dangerous,a,GENADJ,一般形容詞
daring,a,GENADJ,一般形容詞
data,n,TECH,科技與電腦
database,n,TECH,科技與電腦
date,n,GENN,一般名詞
dawn,n,GENN,一般名詞
day,n,GENN,一般名詞
daylight,n,GENN,一般名詞
daytime,n,GENN,一般名詞
dazzle,v,VERB,通用商務動詞
deadline,n,GENN,一般名詞
deal,v,MKT,行銷與業務
dealer,n,TITLE,職稱與部門角色
dealing,n,GENN,一般名詞
dean,n,TITLE,職稱與部門角色
dear,a,GENADJ,一般形容詞
debatable,a,GENADJ,一般形容詞
debate,v,MEET,會議與簡報
debit,v,BANK|FIN,銀行與投資、財務／會計
debt,n,GENN,一般名詞
debut,n,GENN,一般名詞
decade,n,GENN,一般名詞
decease,v,VERB,通用商務動詞
deceit,n,GENN,一般名詞
deceitful,a,GENADJ,一般形容詞
deceive,v,VERB,通用商務動詞
decelerate,v,VERB,通用商務動詞
deceleration,n,GENN,一般名詞
decent,a,GENADJ,一般形容詞
decide,v,VERB,通用商務動詞
decipher,v,VERB,通用商務動詞
decision,n,GENN,一般名詞
decisive,a,GENADJ,一般形容詞
deck,n,GENN,一般名詞
declaration,n,GENN,一般名詞
declare,v,VERB,通用商務動詞
decline,v,VERB,通用商務動詞
decode,v,VERB,通用商務動詞
decrease,v,VERB,通用商務動詞
dedicate,v,VERB,通用商務動詞
dedication,n,GENN,一般名詞
deduce,v,VERB,通用商務動詞
deduct,v,FIN,財務／會計
deduction,n,FIN,財務／會計
deem,v,VERB,通用商務動詞
deep,a,GENADJ,一般形容詞
deepen,v,VERB,通用商務動詞
default,n,GENN,一般名詞
defeat,v,VERB,通用商務動詞
defect,n,MFG,生產與製造
defend,v,VERB,通用商務動詞
defense,n,GENN,一般名詞
defensive,a,GENADJ,一般形容詞
defy,v,VERB,通用商務動詞
degree,n,EDU,教育與學術
delay,v,VERB,通用商務動詞
delegate,v,VERB,通用商務動詞
deliberate,a,GENADJ,一般形容詞
deliberately,ad,GENADV,一般副詞
delicacy,n,GENN,一般名詞
delicate,a,GENADJ,一般形容詞
delicious,a,GENADJ,一般形容詞
delight,n,GENN,一般名詞
deliver,v,LOG,物流與運輸
delivery,n,LOG,物流與運輸
delusion,n,GENN,一般名詞
demand,v,MKT,行銷與業務
demise,n,GENN,一般名詞
demographics,n,GENN,一般名詞
demolish,v,VERB,通用商務動詞
demonstrate,v,VERB,通用商務動詞
demonstration,n,GENN,一般名詞
denial,n,GENN,一般名詞
dense,a,GENADJ,一般形容詞
density,n,GENN,一般名詞
deny,v,VERB,通用商務動詞
depart,v,TRAVEL,差旅與交通
department,n,WORK,職場／辦公室日常
departmental,a,WORK,職場／辦公室日常
departure,n,TRAVEL,差旅與交通
depend,v,VERB,通用商務動詞
dependency,n,GENN,一般名詞
dependent,a,GENADJ,一般形容詞
depict,v,VERB,通用商務動詞
deposit,v,BANK,銀行與投資
depression,n,GENN,一般名詞
describe,v,VERB,通用商務動詞
description,n,GENN,一般名詞
deserve,v,VERB,通用商務動詞
design,v,VERB,通用商務動詞
despite,prep,FUNC,連接詞／介系詞等功能詞
destination,n,GENN,一般名詞
destroy,v,VERB,通用商務動詞
destruction,v,VERB,通用商務動詞
detail,n,GENN,一般名詞
detailed,a,GENADJ,一般形容詞
detect,v,VERB,通用商務動詞
determine,v,VERB,通用商務動詞
develop,v,VERB,通用商務動詞
developer,n,GENN,一般名詞
development,n,GENN,一般名詞
device,n,TECH,科技與電腦
devise,n,GENN,一般名詞
dial,v,WORK,職場／辦公室日常
diary,n,WORK,職場／辦公室日常
dictate,v,VERB,通用商務動詞
diet,n,FOOD,餐飲
dietician,n,TITLE|FOOD|HEALTH,職稱與部門角色、餐飲、醫療與健康
difference,n,GENN,一般名詞
different,a,GENADJ,一般形容詞
digital,a,TECH,科技與電腦
dignity,n,GENN,一般名詞
diligent,a,EMOTION,情緒與個性形容詞
direct,v,VERB,通用商務動詞
directly,ad,GENADV,一般副詞
director,n,TITLE,職稱與部門角色
directory,n,GENN,一般名詞
disagree,v,VERB,通用商務動詞
disappear,v,VERB,通用商務動詞
discard,v,VERB,通用商務動詞
discern,v,VERB,通用商務動詞
discipline,n,GENN,一般名詞
disclaimer,v,LEGAL,法律與合約
discount,n,MKT|SHOP,行銷與業務、購物與零售
discourage,v,VERB,通用商務動詞
discouraged,a,GENADJ,一般形容詞
discouragement,n,GENN,一般名詞
discover,v,VERB,通用商務動詞
discuss,v,VERB,通用商務動詞
discussion,n,MEET,會議與簡報
disease,n,HEALTH,醫療與健康
disembark,v,VERB,通用商務動詞
dismal,a,GENADJ,一般形容詞
dismiss,v,HR,人資／招聘
dispense,v,VERB,通用商務動詞
display,v,VERB,通用商務動詞
disposal,n,GENN,一般名詞
dispose,n,GENN,一般名詞
dispute,v,VERB,通用商務動詞
disrupt,v,VERB,通用商務動詞
dissipate,v,VERB,通用商務動詞
distinctive,a,GENADJ,一般形容詞
distinguish,v,VERB,通用商務動詞
distract,v,VERB,通用商務動詞
distributor,n,TITLE|LOG,職稱與部門角色、物流與運輸
disturb,v,VERB,通用商務動詞
diverse,a,GENADJ,一般形容詞
diversity,n,GENN,一般名詞
divert,v,VERB,通用商務動詞
divide,v,VERB,通用商務動詞
division,n,GENN,一般名詞
doctor,n,HEALTH,醫療與健康
document,n,GENN,一般名詞
documentation,n,WORK,職場／辦公室日常
domestic,a,GENADJ,一般形容詞
dominate,v,VERB,通用商務動詞
donate,v,VERB,通用商務動詞
donation,n,GENN,一般名詞
dot,n,GENN,一般名詞
dotted,a,GENADJ,一般形容詞
doubt,v,VERB,通用商務動詞
download,v,TECH,科技與電腦
downsize,v,VERB,通用商務動詞
downsizing,n,GENN,一般名詞
downtown,n,GENN,一般名詞
downward,a,GENADJ,一般形容詞
draft,n,GENN,一般名詞
drama,n,ARTS,藝術娛樂／運動休閒
drastic,a,GENADJ,一般形容詞
drastically,ad,GENADV,一般副詞
draw,v,VERB,通用商務動詞
drawer,n,HOME,居家／房間／家具
drift,v,VERB,通用商務動詞
drive,v,VERB,通用商務動詞
drug,n,GENN,一般名詞
due,a,GENADJ,一般形容詞
duplicate,n,GENN,一般名詞
durable,a,GENADJ,一般形容詞
duration,n,GENN,一般名詞
during,prep,FUNC,連接詞／介系詞等功能詞
duty,n,GENN,一般名詞
dynamic,a,GENADJ,一般形容詞
each,pron,FUNC,連接詞／介系詞等功能詞
eager,a,GENADJ,一般形容詞
earn,v,VERB,通用商務動詞
earnings,n,GENN,一般名詞
ease,v,VERB,通用商務動詞
east,n,GENN,一般名詞
easy,a,GENADJ,一般形容詞
eco-friendly,a,WEATHER,天氣與環境
economical,a,GENADJ,一般形容詞
economize,v,VERB,通用商務動詞
economy,n,GENN,一般名詞
edge,n,GENN,一般名詞
edit,v,VERB,通用商務動詞
editor,n,TITLE|MEDIA,職稱與部門角色、媒體與傳播
editorial,n,MEDIA,媒體與傳播
education,n,EDU,教育與學術
effect,v,VERB,通用商務動詞
effective,a,GENADJ,一般形容詞
effort,n,GENN,一般名詞
either,a,GENADJ,一般形容詞
eject,v,VERB,通用商務動詞
elaborate,v,VERB,通用商務動詞
elder,a,GENADJ,一般形容詞
elect,v,GOV,政府／公共事務
election,n,GOV,政府／公共事務
electric,a,GENADJ,一般形容詞
electrician,n,TITLE,職稱與部門角色
electricity,n,TECH|HOME,科技與電腦、居家／房間／家具
electronic,a,GENADJ,一般形容詞
elegance,n,GENN,一般名詞
elegant,a,GENADJ,一般形容詞
element,n,GENN,一般名詞
elemental,a,GENADJ,一般形容詞
elementary,a,GENADJ,一般形容詞
elevate,v,VERB,通用商務動詞
elevation,n,GENN,一般名詞
elevator,n,GENN,一般名詞
eligible,a,GENADJ,一般形容詞
eliminate,v,VERB,通用商務動詞
elimination,n,GENN,一般名詞
elite,n,GENN,一般名詞
else,ad,GENADV,一般副詞
elsewhere,ad,GENADV,一般副詞
embark,v,VERB,通用商務動詞
embrace,v,VERB,通用商務動詞
emerge,v,VERB,通用商務動詞
emergency,n,GENN,一般名詞
emit,v,VERB,通用商務動詞
emotion,n,GENN,一般名詞
empathy,n,GENN,一般名詞
emphasis,v,VERB,通用商務動詞
emphasize,v,VERB,通用商務動詞
employ,v,VERB,通用商務動詞
employee,n,TITLE|HR,職稱與部門角色、人資／招聘
employer,n,TITLE|HR,職稱與部門角色、人資／招聘
employment,n,HR,人資／招聘
emulate,v,VERB,通用商務動詞
enable,v,VERB,通用商務動詞
enclose,v,VERB,通用商務動詞
enclosure,n,GENN,一般名詞
encounter,n,GENN,一般名詞
encourage,v,VERB,通用商務動詞
encouragement,n,GENN,一般名詞
endanger,v,VERB,通用商務動詞
endeavor,v,VERB,通用商務動詞
endorsement,n,MKT,行銷與業務
endure,v,VERB,通用商務動詞
energetic,a,GENADJ,一般形容詞
energy,n,GENN,一般名詞
enforce,v,VERB,通用商務動詞
engage,v,VERB,通用商務動詞
engagement,n,GENN,一般名詞
engine,n,GENN,一般名詞
engineer,n,TITLE,職稱與部門角色
enhance,v,VERB,通用商務動詞
enlarge,v,VERB,通用商務動詞
enlargement,n,GENN,一般名詞
enlist,v,VERB,通用商務動詞
enrich,v,VERB,通用商務動詞
enrichment,n,GENN,一般名詞
enroll,v,VERB,通用商務動詞
ensure,v,VERB,通用商務動詞
enterprise,n,GENN,一般名詞
entertain,v,ARTS,藝術娛樂／運動休閒
entertainer,n,TITLE,職稱與部門角色
entertainment,n,ARTS,藝術娛樂／運動休閒
enthusiasm,n,EMOTION,情緒與個性形容詞
enthusiastic,a,EMOTION,情緒與個性形容詞
entire,a,GENADJ,一般形容詞
entirel,ad,GENADV,一般副詞
entitle,v,VERB,通用商務動詞
entitled,a,GENADJ,一般形容詞
entrance,n,GENN,一般名詞
entrust,v,VERB,通用商務動詞
entry,n,GENN,一般名詞
environment,n,WEATHER,天氣與環境
environmental,n,WEATHER,天氣與環境
envision,v,VERB,通用商務動詞
equal,v,VERB,通用商務動詞
equality,n,GENN,一般名詞
equip,v,VERB,通用商務動詞
equipment,n,MFG,生產與製造
equity,n,BANK,銀行與投資
equivalent,a,GENADJ,一般形容詞
error,n,GENN,一般名詞
escort,v,VERB,通用商務動詞
especially,ad,TIME,時間／頻率／程度副詞
essay,n,EDU,教育與學術
essence,n,GENN,一般名詞
essential,a,GENADJ,一般形容詞
establish,v,VERB,通用商務動詞
establishment,n,GENN,一般名詞
estate,n,GENN,一般名詞
esteem,n,GENN,一般名詞
estimate,v,VERB,通用商務動詞
eternal,a,GENADJ,一般形容詞
ethic,n,GENN,一般名詞
ethical,a,GENADJ,一般形容詞
ethics,n,GENN,一般名詞
evade,v,VERB,通用商務動詞
evaluate,v,VERB,通用商務動詞
evaluation,n,HR,人資／招聘
evasive,a,GENADJ,一般形容詞
even,a,GENADJ,一般形容詞
event,n,GENN,一般名詞
eventual,a,TIME,時間／頻率／程度副詞
evidence,n,GENN,一般名詞
evident,a,GENADJ,一般形容詞
evoke,v,VERB,通用商務動詞
evolve,v,VERB,通用商務動詞
exact,a,GENADJ,一般形容詞
exaggerate,v,VERB,通用商務動詞
exaggeration,n,GENN,一般名詞
exam,n,EDU,教育與學術
examination,n,EDU,教育與學術
examine,v,EDU,教育與學術
examiner,n,TITLE,職稱與部門角色
example,n,GENN,一般名詞
exceed,v,VERB,通用商務動詞
excel,v,VERB,通用商務動詞
excellent,a,GENADJ,一般形容詞
except,prep,FUNC,連接詞／介系詞等功能詞
exception,n,GENN,一般名詞
excess,n,GENN,一般名詞
exchange,v,BANK|CS|SHOP,銀行與投資、客戶服務、購物與零售
excite,v,EMOTION,情緒與個性形容詞
exclude,v,VERB,通用商務動詞
exclusion,n,GENN,一般名詞
exclusive,a,GENADJ,一般形容詞
exclusively,ad,GENADV,一般副詞
execute,v,VERB,通用商務動詞
executive,a,TITLE,職稱與部門角色
exert,v,VERB,通用商務動詞
exhibit,v,ARTS,藝術娛樂／運動休閒
exhibition,n,ARTS,藝術娛樂／運動休閒
exist,v,VERB,通用商務動詞
existence,n,GENN,一般名詞
exit,v,VERB,通用商務動詞
expand,v,VERB,通用商務動詞
expansion,n,GENN,一般名詞
expect,v,VERB,通用商務動詞
expectation,n,GENN,一般名詞
expedite,v,VERB,通用商務動詞
expel,v,VERB,通用商務動詞
expenditure,n,FIN,財務／會計
expense,n,FIN,財務／會計
expensive,a,GENADJ,一般形容詞
experience,n,GENN,一般名詞
experiment,n,GENN,一般名詞
expert,n,GENN,一般名詞
expertise,n,GENN,一般名詞
expiration,n,GENN,一般名詞
expire,v,VERB,通用商務動詞
explain,v,VERB,通用商務動詞
explanation,n,GENN,一般名詞
explode,v,VERB,通用商務動詞
explore,v,VERB,通用商務動詞
explorer,n,GENN,一般名詞
explosion,n,GENN,一般名詞
export,v,LOG,物流與運輸
expose,v,VERB,通用商務動詞
exposure,n,GENN,一般名詞
express,v,VERB,通用商務動詞
expression,n,GENN,一般名詞
extend,v,VERB,通用商務動詞
extension,n,GENN,一般名詞
extensive,a,GENADJ,一般形容詞
extent,n,GENN,一般名詞
extra,a,GENADJ,一般形容詞
extract,n,GENN,一般名詞
extraordinary,a,GENADJ,一般形容詞
fabric,n,GENN,一般名詞
fabricate,v,VERB,通用商務動詞
face,n,GENN,一般名詞
facial,a,GENADJ,一般形容詞
facilitate,v,VERB,通用商務動詞
facilitator,n,TITLE,職稱與部門角色
facility,n,GENN,一般名詞
facto,n,GENN,一般名詞
factory,n,MFG,生產與製造
fail,v,VERB,通用商務動詞
failure,n,GENN,一般名詞
fair,a,GENADJ,一般形容詞
fairly,ad,TIME,時間／頻率／程度副詞
faith,n,EMOTION,情緒與個性形容詞
faithful,a,EMOTION,情緒與個性形容詞
falter,v,VERB,通用商務動詞
familiar,a,GENADJ,一般形容詞
familiarity,n,GENN,一般名詞
familiarize,v,VERB,通用商務動詞
fare,n,TRAVEL,差旅與交通
farewell,n,GENN,一般名詞
farm,n,GENN,一般名詞
fascinate,v,VERB,通用商務動詞
fascination,n,GENN,一般名詞
fashion,n,SHOP,購物與零售
fashionable,a,SHOP,購物與零售
fast,a,GENADJ,一般形容詞
fasten,v,VERB,通用商務動詞
fatal,a,HEALTH,醫療與健康
fate,n,GENN,一般名詞
father-in-law,n,GENN,一般名詞
fatigue,n,HEALTH,醫療與健康
fault,n,GENN,一般名詞
faulty,a,GENADJ,一般形容詞
favor,n,GENN,一般名詞
favorable,a,GENADJ,一般形容詞
favorite,a,GENADJ,一般形容詞
fax,n,WORK,職場／辦公室日常
fear,n,EMOTION,情緒與個性形容詞
feasibility,n,GENN,一般名詞
feasible,a,GENADJ,一般形容詞
feast,n,GENN,一般名詞
feat,n,GENN,一般名詞
feature,n,GENN,一般名詞
federal,a,GOV,政府／公共事務
fee,n,GENN,一般名詞
feed,n,GENN,一般名詞
feedback,n,CS,客戶服務
fellow,a,GENADJ,一般形容詞
fellowship,n,GENN,一般名詞
female,n,GENN,一般名詞
feminine,a,GENADJ,一般形容詞
ferry,v,TRAVEL,差旅與交通
fertility,n,GENN,一般名詞
fertilize,v,VERB,通用商務動詞
fertilizer,n,GENN,一般名詞
festival,n,ARTS,藝術娛樂／運動休閒
fetch,v,VERB,通用商務動詞
fever,n,HEALTH,醫療與健康
focus,n,GENN,一般名詞
fold,v,VERB,通用商務動詞
folder,n,WORK|TECH,職場／辦公室日常、科技與電腦
forecast,n,GENN,一般名詞
foreign,a,GENADJ,一般形容詞
foremost,a,GENADJ,一般形容詞
foresee,v,VERB,通用商務動詞
form,n,GENN,一般名詞
formal,a,GENADJ,一般形容詞
format,n,GENN,一般名詞
formatted,a,GENADJ,一般形容詞
formula,n,GENN,一般名詞
formulate,v,VERB,通用商務動詞
fortunate,a,GENADJ,一般形容詞
fortunately,ad,GENADV,一般副詞
fortune,n,GENN,一般名詞
forum,n,MEET,會議與簡報
forward,ad,GENADV,一般副詞
foundation,n,GENN,一般名詞
founder,n,TITLE,職稱與部門角色
fraction,n,GENN,一般名詞
frame,n,GENN,一般名詞
framework,n,GENN,一般名詞
franchise,n,GENN,一般名詞
franchisor,n,GENN,一般名詞
frank,a,GENADJ,一般形容詞
frankly,ad,GENADV,一般副詞
fraud,n,LEGAL,法律與合約
fraudulent,a,LEGAL,法律與合約
free,a,GENADJ,一般形容詞
freedom,n,GENN,一般名詞
freight,n,LOG,物流與運輸
frequency,n,TIME,時間／頻率／程度副詞
frequent,a,TIME,時間／頻率／程度副詞
frequently,ad,TIME,時間／頻率／程度副詞
frighten,v,EMOTION,情緒與個性形容詞
fuel,n,GENN,一般名詞
fueled,a,GENADJ,一般形容詞
function,n,GENN,一般名詞
functioning,a,GENADJ,一般形容詞
fund,n,FIN,財務／會計
fundamental,a,GENADJ,一般形容詞
funding,n,FIN,財務／會計
fundraiser,n,GENN,一般名詞
furniture,n,HOME,居家／房間／家具
further,a,GENADJ,一般形容詞
gamble,n,GENN,一般名詞
gap,v,VERB,通用商務動詞
garbage,n,GENN,一般名詞
garment,n,GENN,一般名詞
gas,n,GENN,一般名詞
gasoline,n,GENN,一般名詞
gate,n,TRAVEL,差旅與交通
gatekeeper,n,GENN,一般名詞
gather,v,VERB,通用商務動詞
gathering,n,GENN,一般名詞
gear,n,GENN,一般名詞
gender,n,GENN,一般名詞
general,a,GENADJ,一般形容詞
generally,ad,GENADV,一般副詞
generate,v,VERB,通用商務動詞
generation,n,GENN,一般名詞
generosity,n,EMOTION,情緒與個性形容詞
generous,a,EMOTION,情緒與個性形容詞
genius,n,GENN,一般名詞
gentle,a,EMOTION,情緒與個性形容詞
gentleman,n,EMOTION,情緒與個性形容詞
genuine,a,GENADJ,一般形容詞
geographic,a,GENADJ,一般形容詞
geography,n,GENN,一般名詞
germ,n,GENN,一般名詞
gesture,n,GENN,一般名詞
getaway,v,VERB,通用商務動詞
giant,n,GENN,一般名詞
gift,n,SHOP,購物與零售
gift-wrap,v,VERB,通用商務動詞
gifted,a,GENADJ,一般形容詞
glamor,n,GENN,一般名詞
glance,v,VERB,通用商務動詞
glitch,n,TECH,科技與電腦
global,a,WEATHER,天氣與環境
globe,n,GENN,一般名詞
gloom,n,GENN,一般名詞
glorify,v,VERB,通用商務動詞
glory,n,GENN,一般名詞
glossary,n,GENN,一般名詞
glove,n,GENN,一般名詞
glow,v,VERB,通用商務動詞
goodwill,n,GENN,一般名詞
gorgeous,a,GENADJ,一般形容詞
gossip,n,GENN,一般名詞
govern,v,GOV,政府／公共事務
government,n,GOV,政府／公共事務
grab,v,VERB,通用商務動詞
grace,n,GENN,一般名詞
graceful,a,GENADJ,一般形容詞
grade,n,GENN,一般名詞
gradual,a,TIME,時間／頻率／程度副詞
gradually,ad,TIME,時間／頻率／程度副詞
graduate,v,EDU,教育與學術
grand,a,GENADJ,一般形容詞
grant,v,VERB,通用商務動詞
graph,n,GENN,一般名詞
grasp,v,VERB,通用商務動詞
grateful,a,EMOTION,情緒與個性形容詞
gratitude,n,EMOTION,情緒與個性形容詞
gratuity,n,GENN,一般名詞
gravity,n,GENN,一般名詞
greed,n,EMOTION,情緒與個性形容詞
greenhouse,n,WEATHER,天氣與環境
grin,v,VERB,通用商務動詞
grip,n,GENN,一般名詞
grocer,n,TITLE|FOOD,職稱與部門角色、餐飲
grocery,n,FOOD,餐飲
groom,n,GENN,一般名詞
gross,a,GENADJ,一般形容詞
ground,n,GENN,一般名詞
groundbreaking,a,GENADJ,一般形容詞
grow,v,VERB,通用商務動詞
growth,n,GENN,一般名詞
guarantee,n,CS,客戶服務
guard,n,GENN,一般名詞
guardian,n,GENN,一般名詞
guess,v,VERB,通用商務動詞
guest,n,HOTEL,飯店與住宿
guidance,n,GENN,一般名詞
guide,n,GENN,一般名詞
guidebook,n,GENN,一般名詞
guideline,n,GENN,一般名詞
guilt,n,EMOTION,情緒與個性形容詞
guilty,n,EMOTION,情緒與個性形容詞
gym,n,HEALTH|ARTS,醫療與健康、藝術娛樂／運動休閒
gymnasium,n,HEALTH,醫療與健康
habit,n,GENN,一般名詞
habitat,n,GENN,一般名詞
habitual,a,GENADJ,一般形容詞
hack,v,VERB,通用商務動詞
haircut,n,GENN,一般名詞
hairdresser,n,GENN,一般名詞
half,n,GENN,一般名詞
halfway,a,GENADJ,一般形容詞
hall,n,GENN,一般名詞
hallmark,n,GENN,一般名詞
hallway,n,GENN,一般名詞
halt,n,GENN,一般名詞
handbag,n,GENN,一般名詞
handbook,n,GENN,一般名詞
handful,n,GENN,一般名詞
handicap,n,GENN,一般名詞
handle,v,VERB,通用商務動詞
handling,n,GENN,一般名詞
handout,n,MEET,會議與簡報
handshake,n,GENN,一般名詞
harbor,n,GENN,一般名詞
hardly,ad,TIME,時間／頻率／程度副詞
hardware,n,TECH,科技與電腦
harm,n,GENN,一般名詞
harmful,a,GENADJ,一般形容詞
harmony,n,GENN,一般名詞
harvest,n,GENN,一般名詞
hasty,a,GENADJ,一般形容詞
hazard,n,GENN,一般名詞
hazardous,a,GENADJ,一般形容詞
headline,n,MEDIA,媒體與傳播
headquarter,n,WORK,職場／辦公室日常
heal,v,HEALTH,醫療與健康
health,v,HEALTH,醫療與健康
healthy,a,HEALTH,醫療與健康
hear,v,VERB,通用商務動詞
heat,n,GENN,一般名詞
heater,n,GENN,一般名詞
heel,n,GENN,一般名詞
height,n,GENN,一般名詞
helmet,n,GENN,一般名詞
help,n,GENN,一般名詞
helpful,a,GENADJ,一般形容詞
hemisphere,n,GENN,一般名詞
hence,ad,GENADV,一般副詞
herd,n,GENN,一般名詞
heritage,n,GENN,一般名詞
hesitate,v,VERB,通用商務動詞
hesitation,n,GENN,一般名詞
hidden,a,GENADJ,一般形容詞
hide,v,VERB,通用商務動詞
high,a,GENADJ,一般形容詞
highway,n,TRAVEL,差旅與交通
hike,v,VERB,通用商務動詞
hilarious,a,GENADJ,一般形容詞
hinder,v,VERB,通用商務動詞
hint,n,GENN,一般名詞
hire,v,HR,人資／招聘
hobby,n,ARTS,藝術娛樂／運動休閒
hold,v,VERB,通用商務動詞
hole,n,GENN,一般名詞
holiday,n,ARTS,藝術娛樂／運動休閒
home,n,HOME,居家／房間／家具
homesick,n,GENN,一般名詞
hometown,n,GENN,一般名詞
honest,a,EMOTION,情緒與個性形容詞
honesty,n,EMOTION,情緒與個性形容詞
honor,n,GENN,一般名詞
honorary,a,GENADJ,一般形容詞
hopeful,a,GENADJ,一般形容詞
hopeless,a,GENADJ,一般形容詞
horizon,n,GENN,一般名詞
horizontal,a,GENADJ,一般形容詞
horrible,a,GENADJ,一般形容詞
horrify,v,VERB,通用商務動詞
hospital,n,HEALTH,醫療與健康
hospitality,n,GENN,一般名詞
host,n,GENN,一般名詞
hostile,a,EMOTION,情緒與個性形容詞
hotel,n,HOTEL,飯店與住宿
hour,n,GENN,一般名詞
hourly,a,TIME,時間／頻率／程度副詞
house,n,HOME,居家／房間／家具
household,n,HOME,居家／房間／家具
housekeeper,n,TITLE|HOTEL,職稱與部門角色、飯店與住宿
housing,n,HOME,居家／房間／家具
hub,n,GENN,一般名詞
huge,a,GENADJ,一般形容詞
humane,a,GENADJ,一般形容詞
humankind,n,GENN,一般名詞
humble,a,EMOTION,情緒與個性形容詞
humid,a,WEATHER,天氣與環境
humidity,n,WEATHER,天氣與環境
humor,n,ARTS,藝術娛樂／運動休閒
hurry,v,VERB,通用商務動詞
hurt,n,GENN,一般名詞
hush,n,GENN,一般名詞
ice,n,WEATHER,天氣與環境
ice-cold,a,GENADJ,一般形容詞
icon,n,GENN,一般名詞
icy,a,WEATHER,天氣與環境
idea,n,GENN,一般名詞
ideal,a,GENADJ,一般形容詞
idealize,v,VERB,通用商務動詞
identical,a,GENADJ,一般形容詞
identify,v,VERB,通用商務動詞
idle,v,VERB,通用商務動詞
idol,n,GENN,一般名詞
idolize,v,VERB,通用商務動詞
ignite,v,VERB,通用商務動詞
ignition,n,GENN,一般名詞
ignorance,n,GENN,一般名詞
ignorant,a,GENADJ,一般形容詞
ignore,v,VERB,通用商務動詞
ill,a,GENADJ,一般形容詞
ill-advised,a,GENADJ,一般形容詞
illegal,a,GENADJ,一般形容詞
illicit,a,LEGAL,法律與合約
illiteracy,n,GENN,一般名詞
illness,n,HEALTH,醫療與健康
illogical,a,GENADJ,一般形容詞
illuminate,v,VERB,通用商務動詞
illusion,n,GENN,一般名詞
illustrate,v,VERB,通用商務動詞
illustration,n,GENN,一般名詞
image,n,GENN,一般名詞
imaginary,a,GENADJ,一般形容詞
imagination,n,GENN,一般名詞
imagine,v,VERB,通用商務動詞
imitate,v,VERB,通用商務動詞
immature,a,GENADJ,一般形容詞
immediate,a,TIME,時間／頻率／程度副詞
immediately,ad,TIME,時間／頻率／程度副詞
immense,a,GENADJ,一般形容詞
immigrant,n,GENN,一般名詞
immobile,a,GENADJ,一般形容詞
immune,a,GENADJ,一般形容詞
impact,v,VERB,通用商務動詞
impair,v,VERB,通用商務動詞
impartial,a,GENADJ,一般形容詞
impatient,a,EMOTION,情緒與個性形容詞
impeccable,a,GENADJ,一般形容詞
impede,v,VERB,通用商務動詞
imperative,a,GENADJ,一般形容詞
implement,n,GENN,一般名詞
implementation,n,GENN,一般名詞
implication,n,GENN,一般名詞
imply,v,VERB,通用商務動詞
impolite,a,GENADJ,一般形容詞
import,n,LOG,物流與運輸
importance,n,GENN,一般名詞
important,a,GENADJ,一般形容詞
impose,v,VERB,通用商務動詞
impossible,a,GENADJ,一般形容詞
impractical,a,GENADJ,一般形容詞
impress,v,VERB,通用商務動詞
impression,n,GENN,一般名詞
impressive,a,GENADJ,一般形容詞
improper,a,GENADJ,一般形容詞
improve,v,VERB,通用商務動詞
improvement,n,GENN,一般名詞
impulse,n,GENN,一般名詞
in-depth,a,GENADJ,一般形容詞
inability,n,GENN,一般名詞
inaccurate,a,GENADJ,一般形容詞
inactive,a,GENADJ,一般形容詞
inadequate,n,GENN,一般名詞
inbound,a,GENADJ,一般形容詞
incentive,n,HR,人資／招聘
inch,n,GENN,一般名詞
incident,n,GENN,一般名詞
incidental,n,GENN,一般名詞
incinerate,v,VERB,通用商務動詞
incinerator,n,GENN,一般名詞
inclination,n,GENN,一般名詞
incline,v,VERB,通用商務動詞
include,v,VERB,通用商務動詞
including,prep,FUNC,連接詞／介系詞等功能詞
inclusive,a,GENADJ,一般形容詞
incoherent,a,GENADJ,一般形容詞
income,n,FIN,財務／會計
incoming,a,GENADJ,一般形容詞
incompetent,a,GENADJ,一般形容詞
incomplete,a,GENADJ,一般形容詞
inconsistent,a,GENADJ,一般形容詞
inconvenience,n,GENN,一般名詞
inconvenient,a,GENADJ,一般形容詞
incorporate,v,VERB,通用商務動詞
incorporation,n,GENN,一般名詞
incorrect,a,GENADJ,一般形容詞
increase,v,VERB,通用商務動詞
incredibility,n,GENN,一般名詞
incredible,a,GENADJ,一般形容詞
incur,v,VERB,通用商務動詞
